Brnd_Name,Gnrc_Name,Mftr_Name,Tot_Spndng_2017,Tot_Spndng_2018,Tot_Spndng_2019,Tot_Spndng_2020,Tot_Spndng_2021
Prodigy Insulin Syringe,"Syringe-Needle,Insulin,0.5 Ml",Prodigy Diabete,4923,4783,2447,1954,2229
Levocetirizine Dihydrochloride,Levocetirizine Dihydrochloride,Proficient Rx L,0,0,0,0,82
Lovastatin,Lovastatin,Proficient Rx L,0,0,0,0,100
Nifedipine ER,Nifedipine,Proficient Rx L,0,0,0,0,880
Ciprofloxacin HCl*,Ciprofloxacin HCl,Proficient Rx L,0,0,0,0,1110
Butalbital-Acetaminophen-Caffe,Butalb/Acetaminophen/Caffeine,Proficient Rx L,0,0,0,0,1294
Impavido,Miltefosine,"Profounda, Inc",0,640215,625705,941083,800566
Sernivo,Betamethasone Dipropionate,Promius/Encore,453033,623042,550374,244952,15075
Trianex,Triamcinolone Acetonide,Promius/Encore,848455,983462,944406,350930,94444
Tosymra,Sumatriptan,Promius/Upsher-,0,0,11123,204397,382868
Zembrace Symtouch,Sumatriptan Succinate,Promius/Upsher-,1589470,2837213,3016772,3011299,580928
Euthyrox,Levothyroxine Sodium,Provell Pharmac,0,0,0,9198928,12132041
Pr Natal 400 EC,"PNV19/Iron Bg,S.P/Folic Ac/Om3",Prugen Pharmace,0,0,0,0,339
Sulfacleanse 8-4,Sulfacetamide Sodium/Sulfur,Prugen Pharmace,0,7321,10164,0,4042
Salicylic Acid,Salicylic Acid,Prugen Pharmace,30665,58381,57987,34434,22857
Emflaza,Deflazacort,Ptc Therapeutic,0,0,2645232,5876991,7596448
Nerlynx,Neratinib Maleate,Puma Biotechnol,4085533,25587361,41499616,42196972,30227649
Metformin HCl,Metformin HCl,Puracap Laborat,389,168,97,81,194
Guanfacine HCl,Guanfacine HCl,Puracap Laborat,1184,526,0,0,214
Betaxolol HCl*,Betaxolol HCl,Puracap Laborat,0,0,0,0,804
Sulindac,Sulindac,Puracap Laborat,0,1651,304,388,1156
Diltiazem 24hr ER,Diltiazem HCl,Puracap Laborat,6778,47126,26999,3918,3330
Sodium Polystyrene Sulfonate*,Sodium Polystyrene Sulfonate,Puracap Laborat,0,0,5033,3715,3970
Gemfibrozil,Gemfibrozil,Puracap Laborat,86039,395488,628076,70389,22854
Simvastatin,Simvastatin,Puracap Laborat,18646,0,0,0,60548
Ursodiol,Ursodiol,Puracap Laborat,302962,859970,234845,68622,198766
Doxycycline Hyclate*,Doxycycline Hyclate,Puracap Laborat,4750681,5454903,6474838,5248438,5125331
Butrans,Buprenorphine,Purdue Pharma L,93645830,68718531,43767146,36897930,28027195
Hysingla ER,Hydrocodone Bitartrate,Purdue Pharma L,22498235,33873234,37071354,38458880,29311986
Oxycontin,Oxycodone HCl,Purdue Pharma L,779533384,710958243,622970197,558686954,453164731
Multivitamin With Fluoride,Pedi Multivit No.17 W-Fluoride,Puretek Corpora,1103,587,940,444,276
Lidocaine HCl*,Lidocaine HCl,Puretek Corpora,12881,20041,16136,11439,6039
Fluoride,Fluoride (Sodium),Puretek Corpora,5018,6737,8699,8706,6720
Lidocaine,Lidocaine,Puretek Corpora,0,6316,4252,18884,11450
Diclofenac Sodium*,Diclofenac Sodium,Puretek Corpora,213152,24778,0,0,47188
Lidocaine-Hydrocortisone*,Lidocaine/Hydrocortisone Ac,Puretek Corpora*,17334,11008,7181,1682,1643
Truseltiq,Infigratinib Phosphate,Qed Therapeutic,0,0,0,0,770637
Sucraid,Sacrosidase,Qol Medical,3356042,6295666,19620159,37834003,46624899
Methylphenidate HCl,Methylphenidate HCl,Quagen Pharmace,0,0,0,0,680
Promethazine HCl*,Promethazine HCl,Quagen Pharmace,0,0,0,0,5488
Lidocaine,Lidocaine,Quagen Pharmace,0,0,0,0,19318
CyproHEPtadine HCl,CyproHEPtadine HCl,Quagen Pharmace,0,0,0,44308,75555
Albuterol Sulfate*,Albuterol Sulfate,Quagen Pharmace,0,0,3377,74231,119181
Propylthiouracil,Propylthiouracil,Quagen Pharmace,0,0,0,0,246542
Triamcinolone Acetonide*,Triamcinolone Acetonide,Quagen Pharmace,0,0,0,0,293160
Halobetasol Propionate,Halobetasol Propionate,Quagen Pharmace,0,0,0,0,1970822
Phenobarbital,Phenobarbital,Qualitest,1968537,1677970,1106193,744026,687611
Folic Acid*,Folic Acid,Qualitest/Par P,264244,92055,5341,2226,95
Spironolactone,Spironolactone,Qualitest/Par P,13721570,2802639,138797,25733,1786
Trazodone HCl,Trazodone HCl,Qualitest/Par P,6989722,2517986,174315,23715,1924
Pyrazinamide,Pyrazinamide,Qualitest/Par P,146264,166872,192642,29519,2562
Primidone,Primidone,Qualitest/Par P,12562272,3640436,280046,44439,5278
Doxazosin Mesylate,Doxazosin Mesylate,Qualitest/Par P,5133142,1488031,253086,67607,8000
Cyclafem,Norethindrone-Ethin. Estradiol,Qualitest/Par P,197278,171500,63684,28490,12802
Methotrexate*,Methotrexate Sodium,Qualitest/Par P,45969779,18392866,5969570,2190614,40198
Oxycodone-Acetaminophen,Oxycodone HCl/Acetaminophen,Qualitest/Par P,3078057,1492783,717139,744941,60520
Acetaminophen-Codeine,Acetaminophen With Codeine,Qualitest/Par P,634186,1270749,1908193,1289596,140276
Felodipine ER,Felodipine,Qualitest/Par P,413106,247082,158601,326580,172494
Hydrocodone-Ibuprofen,Hydrocodone/Ibuprofen,Qualitest/Par P,722414,920743,1190170,1252779,174886
Butalb-Acetaminoph-Caff-Codein,Butalbit/Acetamin/Caff/Codeine,Qualitest/Par P,917050,866132,1100263,1318184,220926
Dicyclomine HCl*,Dicyclomine HCl,Qualitest/Par P,839541,889254,854984,537784,345189
Valganciclovir HCl,Valganciclovir HCl,Qualitest/Par P,14629428,7963614,3293276,1669954,596878
Testosterone,Testosterone,Qualitest/Par P,2688100,3001163,1174563,648048,668514
Butalbital-Acetaminophen,Butalbital/Acetaminophen,Qualitest/Par P,607484,559348,514370,466841,746321
Frovatriptan Succinate,Frovatriptan Succinate,Qualitest/Par P,1324447,1372352,1581295,1529252,1229281
Propylthiouracil,Propylthiouracil,Qualitest/Par P,2517107,1958325,2171966,1819741,1495517
Amitriptyline HCl,Amitriptyline HCl,Qualitest/Par P,17785126,8281473,4028806,2930072,1836329
Endocet,Oxycodone HCl/Acetaminophen,Qualitest/Par P,10477098,6715407,4709808,3311802,2668264
Butalbital-Acetaminophen-Caffe,Butalb/Acetaminophen/Caffeine,Qualitest/Par P,6497829,5690534,6943936,2947829,2712043
Baclofen*,Baclofen,Qualitest/Par P,16618082,12931264,4511037,2822099,2778582
Phenobarbital,Phenobarbital,Qualitest/Par P,16905885,12247933,8359871,6345337,5132692
Perphenazine,Perphenazine,Qualitest/Par P,11675290,4890729,3002721,2911378,5703140
Prednisone,Prednisone,Qualitest/Par P,14382432,10655268,12596003,8508949,7701710
Propafenone HCl,Propafenone HCl,Qualitest/Par P,5927040,5376429,6836442,8517176,8297179
Benztropine Mesylate*,Benztropine Mesylate,Qualitest/Par P,10179869,10707533,11907490,11236381,9774992
Allopurinol,Allopurinol,Qualitest/Par P,13850104,10998456,9746867,5797249,15176268
Hydrocodone-Acetaminophen,Hydrocodone/Acetaminophen,Qualitest/Par P,54753834,30668055,21186808,23206935,18387934
Propranolol HCl*,Propranolol HCl,Qualitest/Par P,7132593,17671358,15860190,17903948,20843069
Lidocaine,Lidocaine,Qualitest/Par P,57128747,47208742,25124335,28905649,30976217
Potassium Chloride*,Potassium Chloride,Qualitest/Par P,119222878,115393409,62600506,39003165,31511157
Nystatin*,Nystatin,Qualitest/Par P*,9489406,3578085,306228,37395,1487
Omeprazole,Omeprazole,Quality Care,149,0,0,0,82
Ultra Flo Pen Needle,"Pen Needle, Diabetic",Quality Medical,0,0,0,0,22974
Levetiracetam ER,Levetiracetam,Quinn Pharmaceu,180117,101010,86007,24551,16571
Acyclovir*,Acyclovir,Quinn Pharmaceu,320476,58205,73776,153207,168406
Glycopyrrolate*,Glycopyrrolate,Quinn Pharmaceu,1566695,270361,161068,300288,389806
Mercaptopurine,Mercaptopurine,Quinn Pharmaceu,0,0,1091373,914537,799377
Tenofovir Disoproxil Fumarate,Tenofovir Disoproxil Fumarate,Quinn Pharmaceu,0,0,0,1481955,1840308
Naproxen,Naproxen,Radha Pharmaceu,0,0,0,0,7834
Celecoxib,Celecoxib,Radha Pharmaceu,0,0,0,0,11463
Bupropion HCl SR,Bupropion HCl,Radha Pharmaceu,0,0,0,0,17793
Hydralazine HCl*,Hydralazine HCl,Radha Pharmaceu,0,0,0,0,30124
Tymlos,Abaloparatide,"Radius Health,",4900125,52078136,109796513,132756710,137835466
Minocycline HCl,Minocycline HCl,Ranbaxy Pharma,209206,59305,38506,25803,15613
Acetaminophen-Codeine,Acetaminophen With Codeine,Ranbaxy Pharmac,1401,1429,246,843,899
Clindamycin HCl,Clindamycin HCl,Ranbaxy Pharmac,1472,1819,1593,701,907
Donepezil HCl,Donepezil HCl,Ranbaxy Pharmac,7220,3199,1312,636,921
Simvastatin,Simvastatin,Ranbaxy Pharmac,5995,4866,4087,3583,1993
Metoclopramide HCl*,Metoclopramide HCl,Ranbaxy Pharmac,7384,6288,5047,3717,3238
Pioglitazone HCl,Pioglitazone HCl,Ranbaxy Pharmac,12421,9208,8215,7224,5331
Benazepril HCl,Benazepril HCl,Ranbaxy Pharmac,19007,11414,10715,6189,5779
Felodipine ER,Felodipine,Ranbaxy Pharmac,15011,11912,9170,7784,7061
Desvenlafaxine ER,Desvenlafaxine,Ranbaxy Pharmac,11259,7867,13674,10850,7831
Acyclovir*,Acyclovir,Ranbaxy Pharmac,14429,10323,9458,7754,7954
Lisinopril,Lisinopril,Ranbaxy Pharmac,31721,28656,30865,23340,16009
Acyclovir*,Acyclovir,Ranbaxy/Sun Pha,12135,9801,9584,6893,5835
Pioglitazone HCl,Pioglitazone HCl,Ranbaxy/Sun Pha,60223,28191,20767,14648,11786
Allopurinol,Allopurinol,Ranbaxy/Sun Pha,79081,52439,35606,21590,17782
Metoprolol Tartrate*,Metoprolol Tartrate,Ranbaxy/Sun Pha,117154,78490,63194,47524,47029
Furosemide*,Furosemide,Ranbaxy/Sun Pha,454021,241872,179165,96419,73966
Fluoxetine HCl,Fluoxetine HCl,Ranbaxy/Sun Pha,1054480,508342,123727,92106,82823
Atenolol,Atenolol,Ranbaxy/Sun Pha,418321,247454,169238,118450,104659
Calcitriol*,Calcitriol,Ranbaxy/Sun Pha,922080,500095,390493,244014,133527
Ondansetron HCl*,Ondansetron HCl,Ranbaxy/Sun Pha,1576555,1053245,524998,313455,144963
Fenofibrate,"Fenofibrate,Micronized",Ranbaxy/Sun Pha,1058902,1939864,1987043,1887720,1626996
Desvenlafaxine ER,Desvenlafaxine,Ranbaxy/Sun Pha,1879976,1547967,1597905,1803890,2081717
Proctosol-HC,Hydrocortisone,Ranbaxy/Sun Pha,11010761,6158882,4924056,2870700,2445210
Fenofibrate,Fenofibrate,Ranbaxy/Sun Pha,4464940,16299178,11729786,4970995,2719862
Doxycycline Monohydrate,Doxycycline Monohydrate,Ranbaxy/Sun Pha,257327,775258,3177021,2382658,3310453
Bromocriptine Mesylate,Bromocriptine Mesylate,Ranbaxy/Sun Pha,286912,1242546,2885481,3745574,3332560
Cevimeline HCl,Cevimeline HCl,Ranbaxy/Sun Pha,5129939,6262687,9335794,10250521,10015074
Clindamycin HCl,Clindamycin HCl,Ranbaxy/Sun Pha,6964310,10430671,12401946,8464177,10627797
Morphine Sulfate ER,Morphine Sulfate,Ranbaxy/Sun Pha,11884088,5804200,4407754,4619252,16486222
PEGanone,Ethotoin,Recordati Rare,319055,326851,303637,268069,7585
Chemet,Succimer,Recordati Rare,196017,169313,233934,286690,69032
Tranxene T-Tab,Clorazepate Dipotassium,Recordati Rare,541408,578696,481837,147525,151767
Desoxyn,Methamphetamine HCl,Recordati Rare,792653,844013,578415,325060,187802
Signifor Lar,Pasireotide Pamoate,Recordati Rare,0,0,0,0,1459007
Cystadrops,Cysteamine HCl,Recordati Rare,0,0,0,166226,2925445
Isturisa,Osilodrostat Phosphate,Recordati Rare,0,0,0,2176243,9457234
Talicia,Omeprazole/Amoxicill/Rifabutin,Redhill Biophar,0,0,0,760190,2294083
Movantik,Naloxegol Oxalate,Redhill Biophar,0,0,0,12413099,93535593
Pregenna,PNV No.163/Iron/Folate No.10,Redmont Pharmac,0,0,0,133737,24786
PNV Tabs 20-1,PNV No.163/Iron/Folate No.10,Redmont Pharmac,0,0,0,0,65739
Niacin,Niacin,Redmont Pharmac,0,0,105585,2287854,1512764
Arcalyst,Rilonacept,Regeneron Pharm,2143196,2575838,2653686,2551508,521464
Evkeeza,Evinacumab-Dgnb,Regeneron Pharm,0,0,0,0,777909
Libtayo,Cemiplimab-Rwlc,Regeneron Pharm,0,102976,2383097,1875102,1897142
Eylea,Aflibercept,Regeneron Pharm,12957526,16572290,21894515,25587701,31166271
Praluent Pen,Alirocumab,Regeneron Pharm,0,0,0,0,193371470
Veltassa,Patiromer Calcium Sorbitex,Relypsa/Vifor P,38790050,77705328,110096660,111516027,105568566
Fluconazole-NaCl,"Fluconazole In NaCl,Iso-Osm",Renaissance Lak,0,1978,15591,21385,9066
Permethrin,Permethrin,Renaissance/Myl,1900281,988863,20249,6055,1991
Naftifine HCl,Naftifine HCl,Renaissance/Myl,1737171,783673,358923,41141,3142
Diclofenac Sodium*,Diclofenac Sodium,Repharm LLC,0,4994,6652,896,3161
Vanishpoint Insulin Syringe,"Syringe,Needle,Insuln,Safe,1ml",Retractable Tec,0,54,0,0,588
Vanishpoint,"Syringe-Needle,Insulin,0.5 Ml",Retractable Tec,10508,6966,9877,10681,6466
Vanishpoint,"Syringe And Needle,Insulin,1ml",Retractable Tec,115654,72481,55211,36777,24431
Thiola,Tiopronin,"Retrophin, Inc.",16856783,20226386,16565803,5902003,5478571
Chenodal,Chenodiol,"Retrophin, Inc.",16529117,18012010,17658480,19276361,18964677
Thiola EC,Tiopronin,"Retrophin, Inc.",0,0,5020380,18792840,21278094
Dextroamphetamine-Amphetamine,Dextroamphetamine/Amphetamine,Rhodes Pharmace,0,0,0,0,362
Dexmethylphenidate HCl,Dexmethylphenidate HCl,Rhodes Pharmace,0,3870,23812,28928,13377
Paroxetine ER,Paroxetine HCl,Rhodes Pharmace,0,9427,137638,184106,24337
Aptensio XR,Methylphenidate HCl,Rhodes Pharmace,66591,105775,170664,176304,82078
Buprenorphine-Naloxone,Buprenorphine HCl/Naloxone HCl,Rhodes Pharmace,0,0,0,0,111597
Methylphenidate ER,Methylphenidate HCl,Rhodes Pharmace,0,0,0,42303,158497
Theophylline,Theophylline Anhydrous,Rhodes Pharmace,5949341,6331034,5656169,2636050,1123639
Fenofibrate,"Fenofibrate,Micronized",Rhodes Pharmace,263621,4633838,2945938,1903201,1306032
Dilaudid,Hydromorphone HCl,Rhodes Pharmace,954046,2384272,1988420,1667512,1420060
Ms Contin,Morphine Sulfate,Rhodes Pharmace,1333425,2946498,2242777,1922907,1651076
Dextroamphetamine-Amphet ER,Dextroamphetamine/Amphetamine,Rhodes Pharmace,0,0,63602,2525292,2796661
Buprenorphine HCl*,Buprenorphine HCl,Rhodes Pharmace,0,743691,1767181,5464398,2812925
Dronabinol,Dronabinol,Rhodes Pharmace,0,1554829,2542102,7263122,4219379
Hydromorphone HCl*,Hydromorphone HCl,Rhodes Pharmace,6795704,5918245,6037720,5576686,5670246
Fenofibrate,Fenofibrate,Rhodes Pharmace,5927664,21089787,21414044,16245288,6068938
Lidocaine,Lidocaine,Rhodes Pharmace,0,0,0,2345855,6118150
Hydrocodone-Acetaminophen,Hydrocodone/Acetaminophen,Rhodes Pharmace,6130842,6635699,4680530,6888919,6647926
Oxycodone HCl,Oxycodone HCl,Rhodes Pharmace,16517734,15466530,20449290,20752080,14942877
Morphine Sulfate ER,Morphine Sulfate,Rhodes Pharmace,63698170,64882845,49068369,45148806,36136880
Buprenorphine,Buprenorphine,Rhodes Pharmace,5057169,32346239,34030285,30234466,44663607
Oxycodone-Acetaminophen,Oxycodone HCl/Acetaminophen,Rhodes Pharmace,61879621,86021148,107563413,107188760,47669414
Clonidine HCl,Clonidine HCl,Richmond Pharm,1206,603,750,649,311
Trihexyphenidyl HCl,Trihexyphenidyl HCl,Richmond Pharm,288,893,613,446,358
Tavalisse,Fostamatinib Disodium,Rigel Pharmaceu,0,5337627,17751234,21711458,25300768
Phospha 250 Neutral,"Sod Phos Di, Mono/K Phos Mono",Rising Pharm,455393,173216,4093,0,287
Meloxicam,Meloxicam,Rising Pharm,0,0,0,0,367
Topiramate,Topiramate,Rising Pharm,0,0,0,0,413
Neomycin-Bacitracin-Polymyxin,Neomycin/Bacitracin/Polymyxinb,Rising Pharm,0,0,0,0,762
Acetic Acid*,Acetic Acid,Rising Pharm,0,0,58234,5457,948
Procto-Pak,Hydrocortisone,Rising Pharm,247813,71265,4182,2644,1074
Disulfiram,Disulfiram,Rising Pharm,392899,117044,15855,1635,1473
Vitamin D2,Ergocalciferol (Vitamin D2),Rising Pharm,2579,1965,161,329,3669
Protriptyline HCl,Protriptyline HCl,Rising Pharm,1129053,270724,19368,8348,4038
Fosinopril-Hydrochlorothiazide,Fosinopril/Hydrochlorothiazide,Rising Pharm,827351,223543,10011,4721,4531
Lamotrigine,Lamotrigine,Rising Pharm,0,0,0,0,4708
Famciclovir,Famciclovir,Rising Pharm,0,0,0,0,6777
Testosterone Cypionate,Testosterone Cypionate,Rising Pharm,0,0,605140,84068,7457
Diflunisal,Diflunisal,Rising Pharm,1969878,1061946,129315,22093,8090
Olopatadine HCl*,Olopatadine HCl,Rising Pharm,2676111,229093,28304,11390,8369
Griseofulvin,"Griseofulvin, Microsize",Rising Pharm,772086,338980,35118,13226,11279
Dutasteride,Dutasteride,Rising Pharm,1626532,200743,59068,29076,12578
Zolmitriptan ODT,Zolmitriptan,Rising Pharm,9537,274145,303031,46167,13713
Carisoprodol,Carisoprodol,Rising Pharm,437056,172956,133031,5676,14027
Anastrozole,Anastrozole,Rising Pharm,138539,69373,49916,25974,14862
Gemfibrozil,Gemfibrozil,Rising Pharm,1290632,1335357,176729,31560,15378
Sulfamylon,Mafenide Acetate,Rising Pharm,0,0,0,0,15730
Methylphenidate HCl,Methylphenidate HCl,Rising Pharm,0,0,0,11588,19186
Bupropion HCl,Bupropion HCl,Rising Pharm,0,980,1359829,701841,20400
Griseofulvin Ultramicrosize,Griseofulvin Ultramicrosize,Rising Pharm,533351,376321,78808,36249,20607
Pravastatin Sodium,Pravastatin Sodium,Rising Pharm,19988,1041247,2074353,47488,21297
Methimazole,Methimazole,Rising Pharm,1397163,2179506,888427,70934,21480
Glycopyrrolate*,Glycopyrrolate,Rising Pharm,571539,855791,439324,51918,22076
Probenecid-Colchicine,Probenecid/Colchicine,Rising Pharm,1459124,1832354,1548426,172295,27944
Hydroxyzine Pamoate,Hydroxyzine Pamoate,Rising Pharm,993114,1712398,231638,64506,28521
Bethanechol Chloride,Bethanechol Chloride,Rising Pharm,3314012,3044287,1291082,75440,30676
Trihexyphenidyl HCl,Trihexyphenidyl HCl,Rising Pharm,1716806,977109,131619,55736,35380
Fluocinolone Acetonide,Fluocinolone Acetonide,Rising Pharm,594522,364275,34194,4292,36085
Riluzole,Riluzole,Rising Pharm,559120,129634,48484,33870,36618
Losartan-Hydrochlorothiazide,Losartan/Hydrochlorothiazide,Rising Pharm,11047,1149080,2132221,250439,44808
Zolmitriptan*,Zolmitriptan,Rising Pharm,708772,826226,724558,224534,50287
Calcium Acetate,Calcium Acetate,Rising Pharm,0,0,0,0,55544
Budesonide EC,Budesonide,Rising Pharm,0,5064906,2646948,197823,60512
Tinidazole,Tinidazole,Rising Pharm,12547,3958,13732,54491,71073
Cyclobenzaprine HCl,Cyclobenzaprine HCl,Rising Pharm,37367,199960,124378,197664,72949
Clindamycin (Pediatric),Clindamycin Palmitate HCl,Rising Pharm,157091,3702,11542,39636,87978
Fluocinolone Acetonide,Fluocinolone/Shower Cap,Rising Pharm,1694065,998854,117415,22784,89330
CyproHEPtadine HCl,CyproHEPtadine HCl,Rising Pharm,124514,159283,182050,126444,98017
Cefprozil,Cefprozil,Rising Pharm,110717,132593,173775,100876,99519
Fluocinolone Acetonide Oil,Fluocinolone Acetonide Oil,Rising Pharm,4230470,2723685,306492,51134,102434
Benazepril-Hydrochlorothiazide,Benazepril/Hydrochlorothiazide,Rising Pharm,7679241,8301257,4677862,283495,120792
Abacavir,Abacavir Sulfate,Rising Pharm,0,88002,142258,134219,123119
Cefpodoxime Proxetil,Cefpodoxime Proxetil,Rising Pharm,0,41004,107688,116819,139571
Lamivudine,Lamivudine,Rising Pharm,107458,179230,152602,118439,141817
Torsemide,Torsemide,Rising Pharm,1508114,2748687,2439419,332778,145884
Dentagel,Fluoride (Sodium),Rising Pharm,109504,142181,129785,128994,149216
Losartan Potassium,Losartan Potassium,Rising Pharm,6041787,7734759,4920194,273200,179084
Montelukast Sodium,Montelukast Sodium,Rising Pharm,5637784,4562947,665071,203173,202841
Azithromycin*,Azithromycin,Rising Pharm,0,0,0,13189,242257
Calcitriol*,Calcitriol,Rising Pharm,0,0,13241,105533,251108
Clobetasol Propionate,Clobetasol Propionate,Rising Pharm,0,0,315858,659105,274274
Clomipramine HCl,Clomipramine HCl,Rising Pharm,0,0,0,0,327355
Erythromycin-Benzoyl Peroxide,Erythromycin/Benzoyl Peroxide,Rising Pharm,416943,561297,489761,457989,341959
Efavirenz,Efavirenz,Rising Pharm,0,383175,502824,420037,370017
Moxifloxacin HCl,Moxifloxacin HCl,Rising Pharm,1236256,1013470,697430,533244,392325
Oxybutynin Chloride,Oxybutynin Chloride,Rising Pharm,0,3141547,4503026,3420802,398407
Trientine HCl,Trientine HCl,Rising Pharm,0,0,0,64696,425043
Cefadroxil,Cefadroxil,Rising Pharm,25364,55709,187103,206684,428374
Sertraline HCl,Sertraline HCl,Rising Pharm,14424,244901,315903,393781,571697
Denta 5000 Plus,Fluoride (Sodium),Rising Pharm,360289,375903,341235,461905,589127
Neomycin-Polymyxin-HC*,Neomycin/Polymyxin B/Hydrocort,Rising Pharm,0,0,0,87864,604878
Glyburide-Metformin HCl,Glyburide/Metformin HCl,Rising Pharm,802861,843701,844086,903781,609457
Metronidazole*,Metronidazole,Rising Pharm,304705,50344,7798,8702,665955
Levocarnitine,Levocarnitine (With Sugar),Rising Pharm,252380,591246,795112,759265,690576
Felodipine ER,Felodipine,Rising Pharm,3990992,5116745,3618809,305469,697982
Chloroquine Phosphate,Chloroquine Phosphate,Rising Pharm,646843,705181,646865,1006884,782708
Metaxalone,Metaxalone,Rising Pharm,0,0,239922,902530,797790
Clarithromycin,Clarithromycin,Rising Pharm,5221958,3916262,2062127,1193852,799365
Selegiline HCl,Selegiline HCl,Rising Pharm,0,0,34433,688546,848065
Lansoprazol-Amoxicil-Clarithro,Lansoprazole/Amoxiciln/Clarith,Rising Pharm,816694,1102072,1217204,767181,857865
Lithium Carbonate ER,Lithium Carbonate,Rising Pharm,229958,309961,407658,749433,907936
Trandolapril,Trandolapril,Rising Pharm,223093,784823,1239310,1312670,925165
Toremifene Citrate,Toremifene Citrate,Rising Pharm,0,0,655955,1372114,986559
Pioglitazone-Metformin,Pioglitazone HCl/Metformin HCl,Rising Pharm,267809,282428,766433,1443817,1012254
Propafenone HCl ER,Propafenone HCl,Rising Pharm,0,0,0,0,1016581
Dexamethasone,Dexamethasone,Rising Pharm,250040,239844,510756,734160,1036903
Latanoprost,Latanoprost,Rising Pharm,0,6309192,8912068,5926796,1063846
Zaleplon,Zaleplon,Rising Pharm,0,301377,998528,1110767,1084100
Fluocinonide,Fluocinonide,Rising Pharm,0,0,309960,1241481,1180735
Lansoprazole,Lansoprazole,Rising Pharm,0,0,0,0,1322320
Diflorasone Diacetate,Diflorasone Diacetate,Rising Pharm,0,0,0,478814,1396595
Rizatriptan,Rizatriptan Benzoate,Rising Pharm,497214,525246,947559,561560,1400052
Tolterodine Tartrate,Tolterodine Tartrate,Rising Pharm,0,0,0,162362,1419709
Cefuroxime,Cefuroxime Axetil,Rising Pharm,3062521,3015119,2367155,1727260,1589327
Phenobarbital,Phenobarbital,Rising Pharm,938932,672777,202667,52977,1622145
Finasteride,Finasteride,Rising Pharm,2753066,3147707,2160269,1584414,1735497
Pyridostigmine Bromide ER,Pyridostigmine Bromide,Rising Pharm,0,0,1804303,1337907,1751226
Flecainide Acetate,Flecainide Acetate,Rising Pharm,1978507,46845,619667,1692526,1898477
Albuterol Sulfate*,Albuterol Sulfate,Rising Pharm,0,85659,2031219,1531918,1923078
Penicillin V Potassium,Penicillin V Potassium,Rising Pharm,1927240,2582213,2650196,2083448,2114038
Mesalamine*,Mesalamine,Rising Pharm,0,0,1448480,4932683,2206759
Amlodipine Besylate-Benazepril,Amlodipine Besylate/Benazepril,Rising Pharm,1978838,1543720,2895537,1364461,2436941
Cromolyn Sodium*,Cromolyn Sodium,Rising Pharm,1741530,1122431,1218490,1189024,2713466
Oxybutynin Chloride ER,Oxybutynin Chloride,Rising Pharm,5768117,16409938,14103093,4734654,2797670
Sulfamethoxazole-Trimethoprim*,Sulfamethoxazole/Trimethoprim,Rising Pharm,15828,1032520,2635686,2598510,2891387
Nitrofurantoin,Nitrofurantoin,Rising Pharm,0,0,0,0,2956255
Dipyridamole,Dipyridamole,Rising Pharm,1690132,2828277,2549864,3161482,2972113
Ramipril,Ramipril,Rising Pharm,275664,1099094,2054405,2146269,3001942
Pramipexole Dihydrochloride,Pramipexole Di-HCl,Rising Pharm,328369,357461,950578,1860322,3113094
Galantamine HBr,Galantamine HBr,Rising Pharm,2114668,3425784,4725886,4362096,3203707
Midodrine HCl,Midodrine HCl,Rising Pharm,0,0,46796,1768900,3232077
Meclizine HCl,Meclizine HCl,Rising Pharm,0,0,0,85592,3262783
Modafinil,Modafinil,Rising Pharm,3725817,750103,1208364,1975004,3306589
Nitazoxanide,Nitazoxanide,Rising Pharm,0,0,0,120348,3364165
Alosetron HCl,Alosetron HCl,Rising Pharm,0,0,479099,3049585,3389966
Cefdinir,Cefdinir,Rising Pharm,2100438,2727724,3627666,3626904,3942063
Proctozone-HC,Hydrocortisone,Rising Pharm,20312815,18918139,13820758,8089873,4175998
Venlafaxine HCl,Venlafaxine HCl,Rising Pharm,912523,445650,1411416,3813069,4586879
Divalproex Sodium,Divalproex Sodium,Rising Pharm,4750999,9335127,11527044,10990167,4609922
Amoxicillin,Amoxicillin,Rising Pharm,4102327,4144102,5093575,4680593,4930074
Ofloxacin*,Ofloxacin,Rising Pharm,7577759,5301011,6836902,4850916,4992337
Hydrochlorothiazide,Hydrochlorothiazide,Rising Pharm,3328003,4897273,4410041,6309023,5571491
Chlorthalidone,Chlorthalidone,Rising Pharm,4888100,22568270,18111994,7878823,5589378
Perphenazine,Perphenazine,Rising Pharm,0,0,0,1029750,5863352
Atomoxetine HCl,Atomoxetine HCl,Rising Pharm,6003219,7946151,4185145,3493699,6099974
Zileuton ER,Zileuton,Rising Pharm,3142198,5717935,7479070,5129281,6307426
Cevimeline HCl,Cevimeline HCl,Rising Pharm,6644320,8963552,8030416,7084670,7438709
Valacyclovir,Valacyclovir HCl,Rising Pharm,3457813,3351434,4508080,4183379,8278636
Hydroxychloroquine Sulfate,Hydroxychloroquine Sulfate,Rising Pharm,0,0,0,1826852,8513327
Ondansetron HCl*,Ondansetron HCl,Rising Pharm,4045737,6523565,8580753,9996781,8595771
Carbamazepine ER,Carbamazepine,Rising Pharm,0,0,0,4440,9248775
Warfarin Sodium,Warfarin Sodium,Rising Pharm,14660865,14258223,13981340,14459524,9295633
Metoprolol Tartrate*,Metoprolol Tartrate,Rising Pharm,9975281,4433032,11035794,12967775,9320981
