Station Name,Street Address,City,State,ZIP,Station Phone,Groups With Access Code,Access Days Time,EV Level2 EVSE Num,EV DC Fast Count,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Open Date,EV Connector Types,Country,Facility Type,EV Pricing
Renaissance Center,100 Renaissance Ctr,Detroit,MI,48243,877-455-3833,Public,24 hours daily,,4,eVgo Network,https://www.evgo.com/,GPS,42.3296,-83.04043,5/7/2023,228584,2023-05-07 23:56:17 UTC,3/3/2022,J1772COMBO,US,,
Spring Plaza,5900 E Spring St,Long Beach,CA,90815,877-455-3833,Public,24 hours daily,,5,eVgo Network,https://www.evgo.com/,GPS,33.8099999,-118.117137,5/7/2023,228585,2023-05-07 23:56:18 UTC,12/19/2021,CHADEMO J1772COMBO,US,,
Target Lynchburg,4028 Wards Rd,Lynchburg,VA,24502,877-455-3833,Public,24 hours daily,,2,eVgo Network,https://www.evgo.com/,GPS,37.34578,-79.19088,5/7/2023,228586,2023-05-07 23:56:18 UTC,10/13/2021,CHADEMO J1772COMBO,US,,
Redmond Town Center,7525 166th Ave NE,Redmond,WA,98052,877-455-3833,Public,24 hours daily,1,2,eVgo Network,https://www.evgo.com/,GPS,47.67137,-122.11949,5/7/2023,228587,2023-05-07 23:56:18 UTC,3/7/2018,CHADEMO J1772 J1772COMBO,US,,
Whole Foods Market,2941 Ygnacio Valley Rd,Walnut Creek,CA,94598,877-455-3833,Public,24 hours daily,1,2,eVgo Network,https://www.evgo.com/,GPS,37.926066,-122.015724,5/7/2023,228589,2023-05-07 23:56:18 UTC,3/7/2018,CHADEMO J1772 J1772COMBO,US,,
Moreno Valley Mall,22500 Town Cir,Moreno Valley,CA,92553,877-455-3833,Public,24 hours daily,,6,eVgo Network,https://www.evgo.com/,GPS,33.9374039,-117.2691089,5/7/2023,228591,2023-05-07 23:56:18 UTC,11/26/2021,CHADEMO J1772COMBO,US,,
La Cumbre Plaza,121 S Hope Ave,Santa Barbara,CA,93105,877-455-3833,Public,24 hours daily,,2,eVgo Network,https://www.evgo.com/,GPS,34.438102,-119.747431,5/7/2023,228592,2023-05-07 23:56:18 UTC,3/7/2018,CHADEMO J1772COMBO,US,,
Goodwives Shopping Center,25 Old Kings Hwy,Darien,CT,6820,877-455-3833,Public,24 hours daily,,1,eVgo Network,https://www.evgo.com/,GPS,41.078282,-73.466318,5/7/2023,228593,2023-05-07 23:56:18 UTC,8/1/2019,CHADEMO J1772COMBO,US,,
Ridgeway Shopping Center,2202 Bedford St,Stamford,CT,6905,877-455-3833,Public,24 hours daily,,1,eVgo Network,https://www.evgo.com/,GPS,41.068654,-73.545939,5/7/2023,228594,2023-05-07 23:56:18 UTC,11/6/2020,CHADEMO J1772COMBO,US,,
Peck Lane Plaza Shopping Center,550 Boston Post Rd,Orange,CT,6477,877-455-3833,Public,24 hours daily,,1,eVgo Network,https://www.evgo.com/,GPS,41.251801,-73.017784,5/7/2023,228595,2023-05-07 23:56:18 UTC,9/18/2020,CHADEMO J1772COMBO,US,,
Popeyes Kitchen - Fairfield Pizza,200 E Main St,Stratford,CT,6614,877-455-3833,Public,24 hours daily,,1,eVgo Network,https://www.evgo.com/,GPS,41.202742,-73.117486,5/7/2023,228596,2023-05-07 23:56:18 UTC,3/7/2018,CHADEMO J1772COMBO,US,,
Tazza Cafe,186 Katonah Ave,Katonah,NY,10536,877-455-3833,Public,24 hours daily,,1,eVgo Network,https://www.evgo.com/,GPS,41.256656,-73.684266,5/7/2023,228597,2023-05-07 23:56:18 UTC,12/29/2020,CHADEMO J1772COMBO,US,,
Staples Plaza,3379 Crompond Rd,Yorktown Heights,NY,10598,877-455-3833,Public,24 hours daily,,1,eVgo Network,https://www.evgo.com/,GPS,41.289986,-73.83073,5/7/2023,228598,2023-05-07 23:56:18 UTC,3/7/2018,CHADEMO J1772COMBO,US,,
Santa Fe Trail Plaza,10601 Valley Blvd,El Monte,CA,91731,877-455-3833,Public,24 hours daily,,2,eVgo Network,https://www.evgo.com/,GPS,34.077834,-118.039828,5/7/2023,228599,2023-05-07 23:56:18 UTC,6/2/2016,CHADEMO J1772COMBO,US,,
Northridge Shopping Center,7790 W 80th Ave,Arvada,CO,80005,877-455-3833,Public,24 hours daily,1,1,eVgo Network,https://www.evgo.com/,GPS,39.841234,-105.083642,5/7/2023,228606,2023-05-07 23:56:18 UTC,3/7/2018,CHADEMO J1772 J1772COMBO,US,,
Hannaford Supermarket,78 Marshall Ave,Williston,VT,5495,877-455-3833,Public,24 hours daily,,1,eVgo Network,https://www.evgo.com/,GPS,44.44528,-73.114579,5/7/2023,228608,2023-05-07 23:56:18 UTC,3/7/2018,CHADEMO J1772COMBO,US,,
Valley Park Commons,1580 Wesel Blvd,Hagerstown,MD,21740,877-455-3833,Public,24 hours daily,,6,eVgo Network,https://www.evgo.com/,GPS,39.6327747,-77.7624918,5/7/2023,228609,2023-05-07 23:56:18 UTC,2/24/2022,CHADEMO J1772COMBO,US,,
The Shops at Southgate,100 E Fairfax St,Falls Church,VA,22046,877-455-3833,Public,24 hours daily,,2,eVgo Network,https://www.evgo.com/,GPS,38.88034,-77.17221,5/7/2023,228611,2023-05-07 23:56:18 UTC,10/15/2021,CHADEMO J1772COMBO,US,,
The Promenade at Casa Grande,1005 N Promenade Pkwy,Casa Grande,AZ,85194,877-455-3833,Public,24 hours daily,,1,eVgo Network,https://www.evgo.com/,GPS,32.88052,-111.68335,5/7/2023,228612,2023-05-07 23:56:19 UTC,6/22/2016,CHADEMO J1772COMBO,US,,
Somers Commons Shopping Center,80 Route 6,Baldwin Place,NY,10505,877-455-3833,Public,24 hours daily,,1,eVgo Network,https://www.evgo.com/,GPS,41.344875,-73.756256,5/7/2023,228614,2023-05-07 23:56:19 UTC,3/7/2018,CHADEMO J1772COMBO,US,,
Aladdin Airport Parking - W. Laurel Street,1040 W. Laurel Street,San Diego,CA,92101,877-455-3833,Public,24 hours daily,,10,eVgo Network,https://www.evgo.com/,GPS,32.7301038,-117.1724619,5/7/2023,228616,2023-05-07 23:56:19 UTC,6/3/2020,CHADEMO J1772COMBO,US,,
Towne Centre at Somers,325 Route 100,Somers,NY,10589,877-455-3833,Public,24 hours daily,,1,eVgo Network,https://www.evgo.com/,GPS,41.32539,-73.686843,5/7/2023,228617,2023-05-07 23:56:19 UTC,3/7/2018,CHADEMO J1772COMBO,US,,
Putnam Plaza Shopping Center,1872 Route 6,Carmel,NY,10512,877-455-3833,Public,24 hours daily,,1,eVgo Network,https://www.evgo.com/,GPS,41.412844,-73.667098,5/7/2023,228618,2023-05-07 23:56:19 UTC,3/7/2018,CHADEMO J1772COMBO,US,,
Shoppes at Winter Park,495 N Semoran Blvd,Winter Park,FL,32792,877-455-3833,Public,24 hours daily,2,1,eVgo Network,https://www.evgo.com/,GPS,28.603686,-81.30682,5/7/2023,228619,2023-05-07 23:56:19 UTC,3/7/2018,CHADEMO J1772 J1772COMBO,US,,
AAA,3998 Red Bank Rd,Cincinnati,OH,45227,877-455-3833,Public,24 hours daily,,1,eVgo Network,https://www.evgo.com/,GPS,39.149041,-84.404144,5/7/2023,228620,2023-05-07 23:56:19 UTC,3/7/2018,CHADEMO J1772COMBO,US,,
Bob Sumerel Tire and Service,9401 Kenwood Rd,Blue Ash,OH,45242,877-455-3833,Public,24 hours daily,,1,eVgo Network,https://www.evgo.com/,GPS,39.226905,-84.377731,5/7/2023,228621,2023-05-07 23:56:19 UTC,3/7/2018,CHADEMO J1772COMBO,US,,
Biltmore Park Town Square,1 Town Square Blvd,Asheville,NC,28803,877-455-3833,Public,24 hours daily,,1,eVgo Network,https://www.evgo.com/,GPS,35.48404,-82.55774,5/7/2023,228622,2023-05-07 23:56:19 UTC,3/7/2018,CHADEMO J1772COMBO,US,,
Asheville Outlet Mall,800 Brevard Rd,Asheville,NC,28806,877-455-3833,Public,24 hours daily,,2,eVgo Network,https://www.evgo.com/,GPS,35.529573,-82.601858,5/7/2023,228623,2023-05-07 23:56:19 UTC,3/7/2018,CHADEMO J1772COMBO,US,,
Arrowhead Towne Center,7700 W Arrowhead Towne Ctr,Glendale,AZ,85308,877-455-3833,Public,24 hours daily,,1,eVgo Network,https://www.evgo.com/,GPS,33.641263,-112.225651,5/7/2023,228625,2023-05-07 23:56:19 UTC,1/30/2016,CHADEMO J1772COMBO,US,,
Fairfield Inn & Suites Tustin,15011 Newport Ave,Tustin,CA,92780,877-455-3833,Public,24 hours daily,,8,eVgo Network,https://www.evgo.com/,GPS,33.72489,-117.83428,5/7/2023,228626,2023-05-07 23:56:19 UTC,12/8/2021,CHADEMO J1772COMBO,US,,
Transformer Station Contemporary Art Space,1460 W 29th St,Cleveland,OH,44113,877-455-3833,Public,24 hours daily,,1,eVgo Network,https://www.evgo.com/,GPS,41.488919,-81.710955,5/7/2023,228629,2023-05-07 23:56:19 UTC,3/7/2018,CHADEMO J1772COMBO,US,,
Indian River Village,709 E 3rd Ave,New Smyrna Beach,FL,32169,877-455-3833,Public,24 hours daily,,1,eVgo Network,https://www.evgo.com/,GPS,29.02792,-80.894808,5/7/2023,228630,2023-05-07 23:56:19 UTC,3/7/2018,CHADEMO J1772COMBO,US,,
Target Pittsburgh,6231 Penn Ave,Pittsburgh,PA,15206,877-455-3833,Public,24 hours daily,,4,eVgo Network,https://www.evgo.com/,GPS,40.46044,-79.91993,5/7/2023,228631,2023-05-07 23:56:19 UTC,7/1/2022,CHADEMO J1772COMBO,US,,
King Soopers Denver #123,10406 Martin Luther King Blvd,Denver,CO,80238,877-455-3833,Public,24 hours daily,,6,eVgo Network,https://www.evgo.com/,GPS,39.7590007,-104.8663684,5/7/2023,228632,2023-05-07 23:56:20 UTC,4/18/2022,CHADEMO J1772COMBO,US,,
Hsi Lai Center,3130 Colima Rd,Hacienda Heights,CA,91745,877-455-3833,Public,24 hours daily,,6,eVgo Network,https://www.evgo.com/,GPS,33.98028,-117.97381,5/7/2023,228633,2023-05-07 23:56:20 UTC,5/25/2021,CHADEMO J1772COMBO,US,,
City of Millbrae - Magnolia,320 Magnolia Ave.,Millbrae,CA,94030,877-455-3833,Public,24 hours daily,,4,eVgo Network,https://www.evgo.com/,GPS,37.60081,-122.39261,5/7/2023,228634,2023-05-07 23:56:20 UTC,5/28/2021,CHADEMO J1772COMBO,US,,
Sheetz #295,2703 Peters Creek Rd NW,Roanoke,VA,24019,877-455-3833,Public,24 hours daily,,4,eVgo Network,https://www.evgo.com/,GPS,37.3162173,-80.0032855,5/7/2023,228635,2023-05-07 23:56:20 UTC,3/25/2020,CHADEMO J1772COMBO,US,,
The Field at Commonwealth,14335 Newbrook Dr,Chantilly,VA,20151,877-455-3833,Public,24 hours daily,,4,eVgo Network,https://www.evgo.com/,GPS,38.8766332,-77.4420156,5/7/2023,228636,2023-05-07 23:56:20 UTC,6/28/2019,CHADEMO J1772COMBO,US,,
Normandy Square,7953 Normandy Blvd,Jacksonville,FL,32221,877-455-3833,Public,24 hours daily,,7,eVgo Network,https://www.evgo.com/,GPS,30.2935479,-81.7809974,5/7/2023,228637,2023-05-07 23:56:20 UTC,5/15/2021,CHADEMO J1772COMBO,US,,
Hilltop Village Center,7905 Hilltop Village Center Dr,Alexandria,VA,22315,877-455-3833,Public,24 hours daily,,4,eVgo Network,https://www.evgo.com/,GPS,38.742896,-77.162922,5/7/2023,228638,2023-05-07 23:56:20 UTC,10/27/2019,CHADEMO J1772COMBO,US,,
Nut Tree Plaza,"1661 E Monte Vista Ave, Suite Q-107",Vacaville,CA,95688,877-455-3833,Public,24 hours daily,,6,eVgo Network,https://www.evgo.com/,GPS,38.368642,-121.961302,5/7/2023,228639,2023-05-07 23:56:21 UTC,2/24/2022,CHADEMO J1772COMBO,US,,
Schlotzsky's Hapeville,861 Virginia Ave,Hapeville,GA,30354,877-455-3833,Public,24 hours daily,,2,eVgo Network,https://www.evgo.com/,GPS,33.6594071,-84.4174653,5/7/2023,228640,2023-05-07 23:56:21 UTC,4/10/2020,CHADEMO J1772COMBO,US,,
WinCo Foods - Lakewood #107,3400 E South St,Lakewood,CA,90805,877-455-3833,Public,24 hours daily,,4,eVgo Network,https://www.evgo.com/,GPS,33.85898,-118.15158,5/7/2023,228641,2023-05-07 23:56:21 UTC,9/21/2022,CHADEMO J1772COMBO,US,,
Cave Spring Corners,3971 Brambleton Ave,Roanoke,VA,24018,877-455-3833,Public,24 hours daily,,4,eVgo Network,https://www.evgo.com/,GPS,37.233702,-80.007721,5/7/2023,228642,2023-05-07 23:56:21 UTC,8/11/2021,CHADEMO J1772COMBO,US,,
Northgate Market,1410 S 43rd St,San Diego,CA,92113,877-455-3833,Public,24 hours daily,,4,eVgo Network,https://www.evgo.com/,GPS,32.691064,-117.103961,5/7/2023,228643,2023-05-07 23:56:21 UTC,7/28/2019,CHADEMO J1772COMBO,US,,
Mechanics Bank,201 41st Street,Richmond,CA,94805,877-455-3833,Public,24 hours daily,,4,eVgo Network,https://www.evgo.com/,GPS,37.933079,-122.330486,5/7/2023,228644,2023-05-07 23:56:21 UTC,8/1/2019,CHADEMO J1772COMBO,US,,
Soledad Center,909 S Central Ave,Compton,CA,90220,877-455-3833,Public,24 hours daily,,4,eVgo Network,https://www.evgo.com/,GPS,33.88798,-118.250031,5/7/2023,228645,2023-05-07 23:56:21 UTC,10/3/2019,CHADEMO J1772COMBO,US,,
Chula Vista Lot HPCP,1133 Chula Vista,Burlingame,CA,94010,877-455-3833,Public,24 hours daily,,6,eVgo Network,https://www.evgo.com/,GPS,37.586596,-122.363513,5/7/2023,228646,2023-05-07 23:56:21 UTC,10/3/2019,CHADEMO J1772COMBO,US,,
SeaTac Cell Phone Parking Lot,2623 S 170th St,Seattle,WA,98188,877-455-3833,Public,24 hours daily,,2,eVgo Network,https://www.evgo.com/,GPS,47.450258,-122.299448,5/7/2023,228648,2023-05-07 23:56:22 UTC,9/5/2019,CHADEMO J1772COMBO,US,,
FoodMaxx @HWY 99,1177 Fresno St,Fresno,CA,93706,877-455-3833,Public,24 hours daily,,2,eVgo Network,https://www.evgo.com/,GPS,36.731028,-119.801394,5/7/2023,228649,2023-05-07 23:56:22 UTC,9/13/2019,CHADEMO J1772COMBO,US,,
Sheetz Moon Township #379,9002 University Blvd,Moon Township,PA,15108,877-455-3833,Public,24 hours daily,,6,eVgo Network,https://www.evgo.com/,GPS,40.5032623,-80.2230252,5/7/2023,228650,2023-05-07 23:56:22 UTC,5/23/2022,CHADEMO J1772COMBO,US,,
Calabasas Tennis and Swim Club,23400 Park Sorrento,Calabasas,CA,91302,877-455-3833,Public,24 hours daily,,2,eVgo Network,https://www.evgo.com/,GPS,34.15594,-118.63951,5/7/2023,228651,2023-05-07 23:56:22 UTC,4/10/2020,CHADEMO J1772COMBO,US,,
Apollo Center,"10307 Lakewood Blvd, # 1041",Downey,CA,90241,877-455-3833,Public,24 hours daily,,3,eVgo Network,https://www.evgo.com/,GPS,33.9452906,-118.1184295,5/7/2023,228652,2023-05-07 23:56:22 UTC,4/8/2020,CHADEMO J1772COMBO,US,,
Middletown Plaza,1447 Route 35,Middletown,NJ,7748,877-455-3833,Public,24 hours daily,,6,eVgo Network,https://www.evgo.com/,GPS,40.402442,-74.123529,5/7/2023,228653,2023-05-07 23:56:22 UTC,12/30/2021,CHADEMO J1772COMBO,US,,
Diamond Creek Village Shopping Center,21080 Golden Springs Dr,Diamond Bar,CA,91789,877-455-3833,Public,24 hours daily,,5,eVgo Network,https://www.evgo.com/,GPS,33.99858,-117.84349,5/7/2023,228654,2023-05-07 23:56:22 UTC,9/21/2022,CHADEMO J1772COMBO,US,,
The Shoppes at Cinnaminson,127 Route 130 S,Cinnaminson,NJ,8077,877-455-3833,Public,24 hours daily,,6,eVgo Network,https://www.evgo.com/,GPS,39.9891445,-75.0086719,5/7/2023,228655,2023-05-07 23:56:22 UTC,6/25/2022,CHADEMO J1772COMBO,US,,
Culver City Senior Center,4095 Overland Ave,Culver City,CA,90232,877-455-3833,Public,24 hours daily,,3,eVgo Network,https://www.evgo.com/,GPS,34.01454,-118.40405,5/7/2023,228656,2023-05-07 23:56:23 UTC,10/12/2019,CHADEMO J1772COMBO,US,,
Veteran's Memorial Park,4117 Overland Ave,Culver City,CA,90230,877-455-3833,Public,24 hours daily,,3,eVgo Network,https://www.evgo.com/,GPS,34.012781,-118.40304,5/7/2023,228657,2023-05-07 23:56:23 UTC,10/4/2019,CHADEMO J1772COMBO,US,,
Annandale Shopping Center,7040 Columbia Pike,Annandale,VA,22003,877-455-3833,Public,24 hours daily,,2,eVgo Network,https://www.evgo.com/,GPS,38.8342,-77.18924,5/7/2023,228658,2023-05-07 23:56:23 UTC,10/19/2019,CHADEMO J1772COMBO,US,,
McCandless Crossing,9150 Covenant Ave,Pittsburgh,PA,15237,877-455-3833,Public,24 hours daily,,6,eVgo Network,https://www.evgo.com/,GPS,40.570994,-80.022932,5/7/2023,228659,2023-05-07 23:56:23 UTC,7/2/2022,CHADEMO J1772COMBO,US,,
Five Points Plaza (El Monte),12030 Valley Blvd,El Monte,CA,91732,877-455-3833,Public,24 hours daily,,6,eVgo Network,https://www.evgo.com/,GPS,34.06212,-118.0183,5/7/2023,228660,2023-05-07 23:56:23 UTC,6/18/2022,CHADEMO J1772COMBO,US,,
Pacific Place Shopping Center,506 Workman Mill Rd,La Puente,CA,91746,877-455-3833,Public,24 hours daily,,6,eVgo Network,https://www.evgo.com/,GPS,34.03985,-117.99918,5/7/2023,228661,2023-05-07 23:56:24 UTC,7/22/2021,CHADEMO J1772COMBO,US,,
First & Main Blacksburg,1490 S Main Street,Blacksburg,VA,24060,877-455-3833,Public,24 hours daily,,4,eVgo Network,https://www.evgo.com/,GPS,37.2130595,-80.4005234,5/7/2023,228662,2023-05-07 23:56:24 UTC,12/28/2021,CHADEMO J1772COMBO,US,,
Oak Park Mall,11149 W 95th St,Overland Park,KS,66214,877-455-3833,Public,24 hours daily,,5,eVgo Network,https://www.evgo.com/,GPS,38.95441,-94.72149,5/7/2023,228663,2023-05-07 23:56:24 UTC,1/5/2022,CHADEMO J1772COMBO,US,,
Santa Teresa Village,7160 Santa Teresa Blvd,San Jose,CA,95139,877-455-3833,Public,24 hours daily,,6,eVgo Network,https://www.evgo.com/,GPS,37.226381,-121.774411,5/7/2023,228665,2023-05-07 23:56:24 UTC,6/11/2022,CHADEMO J1772COMBO,US,,
Quartermaster Plaza,2300 W Oregon Ave,Philadelphia,PA,19145,877-455-3833,Public,24 hours daily,,9,eVgo Network,https://www.evgo.com/,GPS,39.916321,-75.187504,5/7/2023,228666,2023-05-07 23:56:24 UTC,6/18/2021,CHADEMO J1772COMBO,US,,
Sheraton Mission Valley San Diego,1435 Camino Del Rio S,San Diego,CA,92108,877-455-3833,Public,24 hours daily,,6,eVgo Network,https://www.evgo.com/,GPS,32.76506,-117.15005,5/7/2023,228667,2023-05-07 23:56:24 UTC,7/1/2022,CHADEMO J1772COMBO,US,,
El Gato Shopping Center,15710 Los Gatos Blvd,Los Gatos,CA,95032,877-455-3833,Public,24 hours daily,,4,eVgo Network,https://www.evgo.com/,GPS,37.24,-121.96048,5/7/2023,228668,2023-05-07 23:56:24 UTC,9/21/2022,CHADEMO J1772COMBO,US,,
Sprouts San Vicente,4918 San Vicente Blvd,Los Angeles,CA,90019,877-455-3833,Public,24 hours daily,,3,eVgo Network,https://www.evgo.com/,GPS,34.049668,-118.343706,5/7/2023,228669,2023-05-07 23:56:24 UTC,11/17/2019,CHADEMO J1772COMBO,US,,
Irvine Lanes,3415 Michelson Dr,Irvine,CA,92612,877-455-3833,Public,24 hours daily,,8,eVgo Network,https://www.evgo.com/,GPS,33.67107,-117.83352,5/7/2023,228670,2023-05-07 23:56:25 UTC,6/14/2021,CHADEMO J1772COMBO,US,,
Wawa Folcroft,1550 Chester Pike,Folcroft,PA,19032,877-455-3833,Public,24 hours daily,,6,eVgo Network,https://www.evgo.com/,GPS,39.9040291,-75.2824031,5/7/2023,228671,2023-05-07 23:56:25 UTC,3/24/2022,CHADEMO J1772COMBO,US,,
Monaco Square,942 S Monaco Pkwy,Denver,CO,80224,877-455-3833,Public,24 hours daily,,4,eVgo Network,https://www.evgo.com/,GPS,39.698655,-104.912086,5/7/2023,228672,2023-05-07 23:56:25 UTC,4/24/2020,CHADEMO J1772COMBO,US,,
Black Bear - Willows A1,246 N Humboldt Ave,Willows,CA,95988,877-455-3833,Public,24 hours daily,2,2,eVgo Network,https://www.evgo.com/,GPS,39.523225,-122.2118055,5/7/2023,228673,2023-05-07 23:56:25 UTC,1/29/2020,CHADEMO J1772 J1772COMBO,US,,
Roosevelt Mall,2329 Cottman Ave,Philadelphia,PA,19149,877-455-3833,Public,24 hours daily,,6,eVgo Network,https://www.evgo.com/,GPS,40.0489599,-75.0586596,5/7/2023,228674,2023-05-07 23:56:25 UTC,6/10/2022,CHADEMO J1772COMBO,US,,
Diamond Hills Plaza,2825 S Diamond Bar Blvd,Diamond Bar,CA,91765,877-455-3833,Public,24 hours daily,,8,eVgo Network,https://www.evgo.com/,GPS,33.9761283,-117.8382915,5/7/2023,228675,2023-05-07 23:56:25 UTC,6/18/2022,CHADEMO J1772COMBO,US,,
Campus Plaza,440 Russell St # 454,Hadley,MA,1035,877-455-3833,Public,24 hours daily,,4,eVgo Network,https://www.evgo.com/,GPS,42.365301,-72.537166,5/7/2023,228676,2023-05-07 23:56:25 UTC,5/4/2022,CHADEMO J1772COMBO,US,,
Rutland Plaza,90 Shopping Plaza Rd,Rutland,VT,5701,877-455-3833,Public,24 hours daily,,4,eVgo Network,https://www.evgo.com/,GPS,43.606056,-72.98137,5/7/2023,228677,2023-05-07 23:56:25 UTC,10/25/2021,CHADEMO J1772COMBO,US,,
Tower Shopping Center,6801 Bland St,Springfield,VA,22150,877-455-3833,Public,24 hours daily,,2,eVgo Network,https://www.evgo.com/,GPS,38.7808221,-77.1836754,5/7/2023,228678,2023-05-07 23:56:25 UTC,4/28/2020,CHADEMO J1772COMBO,US,,
Ralston Square Shopping Center,12350 W 64th Ave,Arvada,CO,80004,877-455-3833,Public,24 hours daily,,6,eVgo Network,https://www.evgo.com/,GPS,39.812362,-105.1362892,5/7/2023,228679,2023-05-07 23:56:26 UTC,8/8/2022,CHADEMO J1772COMBO,US,,
Old Keene Mill Shopping Center,8424 Old Keene Mill Rd,Springfield,VA,22152,877-455-3833,Public,24 hours daily,,4,eVgo Network,https://www.evgo.com/,GPS,38.7796073,-77.2369353,5/7/2023,228680,2023-05-07 23:56:26 UTC,4/25/2020,CHADEMO J1772COMBO,US,,
Empire Shopping Center,5887 Lone Tree Way,Antioch,CA,94531,877-455-3833,Public,24 hours daily,,10,eVgo Network,https://www.evgo.com/,GPS,37.96183,-121.7335,5/7/2023,228681,2023-05-07 23:56:26 UTC,9/21/2022,CHADEMO J1772COMBO,US,,
Sheetz Pittsburgh #619,2871 Freeport Rd,Pittsburgh,PA,15238,877-455-3833,Public,24 hours daily,,6,eVgo Network,https://www.evgo.com/,GPS,40.539549,-79.831178,5/7/2023,228682,2023-05-07 23:56:26 UTC,11/17/2021,CHADEMO J1772COMBO,US,,
Point 50,10334 Fairfax Blvd,Fairfax,VA,22030,877-455-3833,Public,24 hours daily,,2,eVgo Network,https://www.evgo.com/,GPS,38.860838,-77.303935,5/7/2023,228683,2023-05-07 23:56:26 UTC,8/14/2021,CHADEMO J1772COMBO,US,,
Meijer Rochester Hills,3608 Marketplace Circle,Rochester Hills,MI,48309,877-455-3833,Public,24 hours daily,,6,eVgo Network,https://www.evgo.com/,GPS,42.643408,-83.204495,5/7/2023,228684,2023-05-07 23:56:26 UTC,4/4/2022,CHADEMO J1772COMBO,US,,
Barcroft Plaza,6345 Columbia Pike,Falls Church,VA,22041,877-455-3833,Public,24 hours daily,,4,eVgo Network,https://www.evgo.com/,GPS,38.83684,-77.15629,5/7/2023,228685,2023-05-07 23:56:26 UTC,2/15/2020,CHADEMO J1772COMBO,US,,
Albertsons Denver #2714,6220 E 14th Ave,Denver,CO,80220,877-455-3833,Public,24 hours daily,,6,eVgo Network,https://www.evgo.com/,GPS,39.738231,-104.91535,5/7/2023,228686,2023-05-07 23:56:26 UTC,12/5/2021,CHADEMO J1772COMBO,US,,
Greenbrier Mall,1401 Greenbrier Pkwy,Chesapeake,VA,23320,877-455-3833,Public,24 hours daily,,2,eVgo Network,https://www.evgo.com/,GPS,36.780709,-76.2271409,5/7/2023,228687,2023-05-07 23:56:27 UTC,4/29/2020,CHADEMO J1772COMBO,US,,
Whole Foods Temescal (TCL),5110 Telegraph Ave,Oakland,CA,94609,877-455-3833,Public,24 hours daily,,4,eVgo Network,https://www.evgo.com/,GPS,37.83743,-122.2619,5/7/2023,228688,2023-05-07 23:56:27 UTC,2/8/2022,CHADEMO J1772COMBO,US,,
Perkins Farm Marketplace,867 Grafton St,Worcester,MA,1604,877-455-3833,Public,24 hours daily,,8,eVgo Network,https://www.evgo.com/,GPS,42.24765,-71.75948,5/7/2023,228689,2023-05-07 23:56:27 UTC,2/24/2022,CHADEMO J1772COMBO,US,,
Water Street Garage,200 E Water St,Charlottesville,VA,22902,877-455-3833,Public,24 hours daily,,2,eVgo Network,https://www.evgo.com/,GPS,38.02968,-78.48105,5/7/2023,228690,2023-05-07 23:56:27 UTC,4/29/2020,CHADEMO J1772COMBO,US,,
Wawa Philadelphia #8065,3995 Aramingo Ave,Philadelphia,PA,19137,877-455-3833,Public,24 hours daily,,6,eVgo Network,https://www.evgo.com/,GPS,39.99734,-75.08835,5/7/2023,228691,2023-05-07 23:56:27 UTC,12/31/2021,CHADEMO J1772COMBO,US,,
Carman's Plaza,941 Carmans Rd,Massapequa,NY,11758,877-455-3833,Public,24 hours daily,,4,eVgo Network,https://www.evgo.com/,GPS,40.701938,-73.432671,5/7/2023,228692,2023-05-07 23:56:27 UTC,9/29/2021,CHADEMO J1772COMBO,US,,
Jack London Square,409 Washington St.,Oakland,CA,94607,877-455-3833,Public,24 hours daily,,10,eVgo Network,https://www.evgo.com/,GPS,37.79826,-122.27676,5/7/2023,228693,2023-05-07 23:56:27 UTC,6/17/2022,CHADEMO J1772COMBO,US,,
Lucky Castro Valley #704,3401 Castro Valley Blvd,Castro Valley,CA,94546,877-455-3833,Public,24 hours daily,,6,eVgo Network,https://www.evgo.com/,GPS,37.69483,-122.07589,5/7/2023,228694,2023-05-07 23:56:27 UTC,6/17/2021,CHADEMO J1772COMBO,US,,
Homewood Suites Jacksonville South St Johns Center,10434 Midtown Pkwy,Jacksonville,FL,32246,877-455-3833,Public,24 hours daily,,6,eVgo Network,https://www.evgo.com/,GPS,30.25787,-81.5241,5/7/2023,228695,2023-05-07 23:56:27 UTC,1/20/2022,CHADEMO J1772COMBO,US,,
"Meijer Royal Oak, MI #34",5111 Meijer Dr.,Royal Oak,MI,48073,877-455-3833,Public,24 hours daily,,6,eVgo Network,https://www.evgo.com/,GPS,42.53875,-83.18184,5/7/2023,228697,2023-05-07 23:56:28 UTC,6/1/2022,CHADEMO J1772COMBO,US,,
Meijer Fairfield #159,6325 S Gilmore Rd,Fairfield,OH,45014,877-455-3833,Public,24 hours daily,,6,eVgo Network,https://www.evgo.com/,GPS,39.304718,-84.525727,5/7/2023,228698,2023-05-07 23:56:28 UTC,12/2/2021,CHADEMO J1772COMBO,US,,
Whole Foods Bellevue (BLV),888 116th Ave NE,Bellevue,WA,98004,877-455-3833,Public,24 hours daily,,6,eVgo Network,https://www.evgo.com/,GPS,47.618675,-122.18436,5/7/2023,228699,2023-05-07 23:56:28 UTC,5/28/2021,CHADEMO J1772COMBO,US,,
